cycle,pose,frame,timestamp,norm_0_x,norm_0_y,norm_0_z,norm_1_x,norm_1_y,norm_1_z,norm_2_x,norm_2_y,norm_2_z,norm_3_x,norm_3_y,norm_3_z,norm_4_x,norm_4_y,norm_4_z,norm_5_x,norm_5_y,norm_5_z,norm_6_x,norm_6_y,norm_6_z,norm_7_x,norm_7_y,norm_7_z,norm_8_x,norm_8_y,norm_8_z,norm_9_x,norm_9_y,norm_9_z,norm_10_x,norm_10_y,norm_10_z,norm_11_x,norm_11_y,norm_11_z,norm_12_x,norm_12_y,norm_12_z,norm_13_x,norm_13_y,norm_13_z,norm_14_x,norm_14_y,norm_14_z,norm_15_x,norm_15_y,norm_15_z,norm_16_x,norm_16_y,norm_16_z,norm_17_x,norm_17_y,norm_17_z,norm_18_x,norm_18_y,norm_18_z,norm_19_x,norm_19_y,norm_19_z,norm_20_x,norm_20_y,norm_20_z,norm_21_x,norm_21_y,norm_21_z,norm_22_x,norm_22_y,norm_22_z,norm_23_x,norm_23_y,norm_23_z,norm_24_x,norm_24_y,norm_24_z,norm_25_x,norm_25_y,norm_25_z,norm_26_x,norm_26_y,norm_26_z,norm_27_x,norm_27_y,norm_27_z,norm_28_x,norm_28_y,norm_28_z,norm_29_x,norm_29_y,norm_29_z,norm_30_x,norm_30_y,norm_30_z,norm_31_x,norm_31_y,norm_31_z,norm_32_x,norm_32_y,norm_32_z
1,arms_up,114,1774776735.323988,-0.0800587385892868,-2.7727980613708496,-1.361022710800171,-0.031123394146561623,-2.9166650772094727,-1.1738139390945435,0.01596507988870144,-2.923529624938965,-1.174133062362671,0.06084035709500313,-2.930011034011841,-1.1745210886001587,-0.14755286276340485,-2.9067933559417725,-1.1564193964004517,-0.19161269068717957,-2.905855894088745,-1.1581692695617676,-0.23666422069072723,-2.9040822982788086,-1.1588010787963867,0.11658834666013718,-2.875826358795166,-0.1274937391281128,-0.303116112947464,-2.8323609828948975,-0.04829442873597145,0.0004822858318220824,-2.6311192512512207,-0.9572013020515442,-0.13717733323574066,-2.627178192138672,-0.9369649887084961,0.4386400282382965,-2.0308775901794434,0.4690077602863312,-0.5591909289360046,-1.976225733757019,0.4323135018348694,1.0642569065093994,-2.4135215282440186,0.4257759749889374,-1.2078038454055786,-2.161052703857422,0.22471824288368225,1.51503324508667,-3.2035772800445557,-0.5860096216201782,-1.593549370765686,-2.8794503211975098,-0.8020654320716858,1.6384916305541992,-3.447756767272949,-0.7599092721939087,-1.6770718097686768,-3.1080875396728516,-1.0097459554672241,1.6369171142578125,-3.5000100135803223,-0.952874481678009,-1.6917239427566528,-3.245957374572754,-1.1533006429672241,1.5732415914535522,-3.3705034255981445,-0.7059372663497925,-1.6491718292236328,-3.123786687850952,-0.905333936214447,0.2826542556285858,-0.003751190844923258,0.1045738011598587,-0.2826540768146515,0.003750836243852973,-0.1045738011598587,0.2752373218536377,1.4723423719406128,0.11346155405044556,-0.2902078628540039,1.244160532951355,-0.5085995197296143,0.1996326446533203,2.660780906677246,0.9659976363182068,-0.32323646545410156,2.560788154602051,-0.3863980174064636,0.16259096562862396,2.821272134780884,1.0224412679672241,-0.33183926343917847,2.732330083847046,-0.412399560213089,0.24247416853904724,3.102245569229126,0.1452159732580185,-0.2443753033876419,3.010033130645752,-1.4825398921966553
1,arms_up,121,1774776735.529499,-0.08412010967731476,-2.5399832725524902,-2.49214768409729,-0.026098448783159256,-2.6655969619750977,-2.338923215866089,0.022385813295841217,-2.66963529586792,-2.3395419120788574,0.06356828659772873,-2.6725964546203613,-2.3395321369171143,-0.14351989328861237,-2.6641976833343506,-2.3245036602020264,-0.19443173706531525,-2.6642515659332275,-2.3259072303771973,-0.22466078400611877,-2.6657071113586426,-2.3265459537506104,0.1309097558259964,-2.61663556098938,-1.333272099494934,-0.2629581391811371,-2.612351179122925,-1.2669169902801514,-0.007955177687108517,-2.392712116241455,-2.0987448692321777,-0.14503706991672516,-2.4058284759521484,-2.082411766052246,0.47536665201187134,-1.8208709955215454,-0.6459588408470154,-0.5214819312095642,-1.74677574634552,-0.6742938756942749,1.2020320892333984,-1.9008057117462158,-1.3640234470367432,-1.2592849731445312,-1.5756630897521973,-1.4640952348709106,1.3703975677490234,-2.68625807762146,-3.084182024002075,-1.323428988456726,-2.303166627883911,-3.142620325088501,1.4443730115890503,-2.9387459754943848,-3.422036647796631,-1.3750284910202026,-2.445084571838379,-3.502514362335205,1.4187097549438477,-3.0157032012939453,-3.496965169906616,-1.3308345079421997,-2.6089065074920654,-3.544318437576294,1.3717480897903442,-2.882692337036133,-3.18046498298645,-1.3065564632415771,-2.5075695514678955,-3.227374792098999,0.26239046454429626,-0.013146034441888332,0.17853513360023499,-0.26239046454429626,0.013146333396434784,-0.17853513360023499,0.25684115290641785,1.2317595481872559,0.3496387004852295,-0.254388689994812,1.055292010307312,-0.4854480028152466,0.14766202867031097,2.095168113708496,1.9042823314666748,-0.2595055103302002,2.125401496887207,0.4058528542518616,0.10123114287853241,2.2109909057617188,2.0313189029693604,-0.26481521129608154,2.2536585330963135,0.4610348641872406,0.18810059130191803,2.479875326156616,1.1492525339126587,-0.17312806844711304,2.5532829761505127,-0.6286677122116089
1,arms_up,122,1774776735.583566,-0.1529771238565445,-2.688643455505371,-1.6547729969024658,-0.09235939383506775,-2.813847303390503,-1.5340960025787354,-0.045222699642181396,-2.817643165588379,-1.5342998504638672,-0.003108049277216196,-2.82079815864563,-1.5361844301223755,-0.21126613020896912,-2.8066797256469727,-1.5105531215667725,-0.2576594948768616,-2.8038175106048584,-1.512044072151184,-0.2857871651649475,-2.8031232357025146,-1.513048529624939,0.06588682532310486,-2.768749713897705,-0.7436021566390991,-0.30011627078056335,-2.7353768348693848,-0.6199687719345093,-0.06872966885566711,-2.537335157394409,-1.3389229774475098,-0.20871587097644806,-2.5411298274993896,-1.3085118532180786,0.4582151174545288,-1.9792314767837524,-0.3687423765659332,-0.5305845141410828,-1.8487247228622437,-0.29633140563964844,1.1307069063186646,-1.7224364280700684,-1.0539621114730835,-0.8454358577728271,-1.1282958984375,-1.2863070964813232,1.306088924407959,-1.9613430500030518,-2.532456874847412,-1.1650471687316895,-1.485490322113037,-3.0036730766296387,1.4378395080566406,-1.9479092359542847,-2.792389392852783,-1.275830864906311,-1.5708998441696167,-3.3432693481445312,1.4491674900054932,-2.1464664936065674,-2.9012229442596436,-1.2621334791183472,-1.6398093700408936,-3.41609263420105,1.349109411239624,-1.964733600616455,-2.628218173980713,-1.207517385482788,-1.5940431356430054,-3.095674991607666,0.27609336376190186,0.006333319470286369,0.0029757164884358644,-0.2760935127735138,-0.00633362727239728,-0.0029757164884358644,0.21280629932880402,1.512723445892334,0.49256670475006104,-0.3254346251487732,1.490273356437683,0.49427494406700134,0.12667255103588104,2.5870237350463867,1.932230830192566,-0.3400549590587616,2.55063533782959,1.605351448059082,0.10754736512899399,2.721311569213867,2.065012216567993,-0.343326210975647,2.6574392318725586,1.7119108438491821,0.12040968239307404,3.1005778312683105,1.304672122001648,-0.29425644874572754,3.1055750846862793,1.0417146682739258
1,arms_up,123,1774776735.602941,-0.14904890954494476,-2.6567416191101074,-1.8601881265640259,-0.09223417937755585,-2.78645658493042,-1.7504239082336426,-0.04768652468919754,-2.792097568511963,-1.7507708072662354,-0.004724523052573204,-2.7971415519714355,-1.7525449991226196,-0.20399422943592072,-2.7734010219573975,-1.7095518112182617,-0.24453215301036835,-2.769655466079712,-1.710967779159546,-0.27220070362091064,-2.767164468765259,-1.7118295431137085,0.07069787383079529,-2.74983549118042,-0.9325359463691711,-0.2868057191371918,-2.705951452255249,-0.7504677176475525,-0.0624183751642704,-2.5117926597595215,-1.5325050354003906,-0.1979157030582428,-2.514309883117676,-1.479998230934143,0.4400506913661957,-2.018270254135132,-0.6301683187484741,-0.5014344453811646,-1.881565809249878,-0.32208141684532166,1.0611166954040527,-1.6934508085250854,-1.7262746095657349,-0.8282408118247986,-1.36972177028656,-1.3102878332138062,1.2387481927871704,-2.037193536758423,-3.490572214126587,-1.0633760690689087,-1.4897050857543945,-3.300379753112793,1.3487803936004639,-2.112286329269409,-3.8585686683654785,-1.1827560663223267,-1.5637662410736084,-3.687497615814209,1.350526213645935,-2.190417528152466,-3.8974084854125977,-1.1575169563293457,-1.5996838808059692,-3.7796242237091064,1.2617607116699219,-2.1091148853302,-3.566697835922241,-1.0936813354492188,-1.5929442644119263,-3.412621259689331,0.26856377720832825,0.029044408351182938,-0.11481346189975739,-0.2685640752315521,-0.029044408351182938,0.11481346189975739,0.2094467133283615,1.4109454154968262,0.4534740746021271,-0.392752468585968,1.435294508934021,0.4872194528579712,0.19217944145202637,2.551208972930908,2.0251200199127197,-0.41270357370376587,2.4568307399749756,2.019986629486084,0.19811435043811798,2.676511287689209,2.2055795192718506,-0.40268465876579285,2.5567269325256348,2.186931848526001,0.12216552346944809,3.076002836227417,1.5590215921401978,-0.4361651837825775,2.998091459274292,1.6197521686553955
1,arms_up,124,1774776735.646734,-0.13883091509342194,-2.9197983741760254,-1.655822992324829,-0.08946964889764786,-3.054636001586914,-1.532713770866394,-0.04556537792086601,-3.0592291355133057,-1.5338406562805176,-0.0014680089661851525,-3.0634231567382812,-1.5369843244552612,-0.18204079568386078,-3.0421195030212402,-1.517021656036377,-0.20482654869556427,-3.0383801460266113,-1.5184500217437744,-0.22402118146419525,-3.0359675884246826,-1.5197633504867554,0.07771391421556473,-3.0075414180755615,-0.7580039501190186,-0.2391187697649002,-2.9673516750335693,-0.6734909415245056,-0.05209774151444435,-2.7646467685699463,-1.3450376987457275,-0.1819176822900772,-2.7678768634796143,-1.3246591091156006,0.47788143157958984,-2.207296371459961,-0.4764041006565094,-0.5112922787666321,-2.074599504470825,-0.41373980045318604,0.9261727333068848,-1.4332973957061768,-0.6423218250274658,-0.8412225842475891,-1.3741179704666138,-0.7243180871009827,1.1740130186080933,-1.329925775527954,-1.5161666870117188,-0.9218490123748779,-1.1473593711853027,-1.4978355169296265,1.3005306720733643,-1.3148874044418335,-1.7184523344039917,-1.028038501739502,-1.0297322273254395,-1.7108081579208374,1.2809854745864868,-1.332455039024353,-1.9252740144729614,-0.9583240747451782,-1.0470755100250244,-1.8707283735275269,1.2350842952728271,-1.2215995788574219,-1.6316763162612915,-0.9273568391799927,-1.065505862236023,-1.5922731161117554,0.28199219703674316,-0.004669263027608395,-0.06107692793011665,-0.28199249505996704,0.004668956156820059,0.06107692793011665,0.20796701312065125,1.493988275527954,0.370475172996521,-0.3801019787788391,1.6644062995910645,0.22625669836997986,0.16441670060157776,2.6758224964141846,2.1159849166870117,-0.41025081276893616,2.6666600704193115,1.7950868606567383,0.16691157221794128,2.794740915298462,2.2707700729370117,-0.4060157537460327,2.7536213397979736,1.969923496246338,0.0873551294207573,3.226642608642578,1.681511640548706,-0.43965041637420654,3.2550063133239746,1.4748789072036743
1,arms_up,125,1774776735.666780,-0.11028797179460526,-2.9942069053649902,-0.6872333884239197,-0.07784030586481094,-3.110156774520874,-0.5981082320213318,-0.04839446768164635,-3.112887382507324,-0.5994284749031067,-0.00457878690212965,-3.116412878036499,-0.6022881865501404,-0.13593287765979767,-3.101069688796997,-0.6416535973548889,-0.1424635350704193,-3.0970773696899414,-0.6437463760375977,-0.16696366667747498,-3.093590497970581,-0.6451565027236938,0.06612692028284073,-3.0479557514190674,-0.09135778248310089,-0.1661340892314911,-3.0210723876953125,-0.25633475184440613,-0.04814113676548004,-2.8283605575561523,-0.47294163703918457,-0.14061908423900604,-2.8379592895507812,-0.5250704884529114,0.4379567503929138,-2.2379372119903564,0.13225135207176208,-0.4855495095252991,-2.1109113693237305,-0.22968865931034088,0.5689956545829773,-1.3122607469558716,0.43067657947540283,-0.792782723903656,-1.3910229206085205,-0.0499877966940403,0.5648314952850342,-1.2324882745742798,0.2280718833208084,-0.8605186343193054,-1.2261139154434204,-0.06742607057094574,0.5630621314048767,-1.1664435863494873,0.17523729801177979,-0.8911489248275757,-1.1320207118988037,-0.14428117871284485,0.5755937099456787,-1.251725196838379,0.05896048620343208,-0.8587297201156616,-1.216186285018921,-0.23353447020053864,0.5461022853851318,-1.259374976158142,0.1742032915353775,-0.8303707838058472,-1.242760419845581,-0.10162721574306488,0.2684859037399292,0.006433696020394564,-0.03754299879074097,-0.2684859037399292,-0.006434003822505474,0.03754299879074097,0.1903608739376068,1.5603123903274536,0.4133884608745575,-0.25668418407440186,1.5616480112075806,0.1976141780614853,0.1329270303249359,2.692795753479004,1.6285252571105957,-0.2831900417804718,2.615567445755005,1.3837860822677612,0.13350142538547516,2.833298683166504,1.7445989847183228,-0.31292030215263367,2.7456936836242676,1.5094521045684814,0.07813303917646408,3.170778751373291,1.2900363206863403,-0.19264395534992218,3.0886166095733643,0.7409670948982239
1,arms_up,126,1774776735.711328,-0.12199090421199799,-3.03721284866333,-1.9377074241638184,-0.08153507858514786,-3.1469333171844482,-1.8137917518615723,-0.049767229706048965,-3.148219108581543,-1.8150863647460938,-0.007985931821167469,-3.150408983230591,-1.8211427927017212,-0.15756194293498993,-3.137610673904419,-1.7842706441879272,-0.17548978328704834,-3.1322813034057617,-1.7868160009384155,-0.20077838003635406,-3.1272835731506348,-1.7885679006576538,0.05960952863097191,-3.079990863800049,-1.0700736045837402,-0.20498505234718323,-3.0426018238067627,-0.9517590999603271,-0.04261370748281479,-2.8764610290527344,-1.6427090167999268,-0.1577647179365158,-2.876317262649536,-1.6061397790908813,0.4782153069972992,-2.2674129009246826,-0.8052026629447937,-0.5006985068321228,-2.085758924484253,-0.7117701172828674,0.7007788419723511,-1.3139899969100952,-0.8641201853752136,-0.7768790125846863,-1.011100172996521,-0.8282580375671387,0.7728174328804016,-1.1119927167892456,-1.7740755081176758,-0.7076261043548584,-0.7071729302406311,-1.833771824836731,0.8098342418670654,-0.8567220568656921,-2.089478015899658,-0.712561309337616,-0.5635343790054321,-2.1833889484405518,0.7791267037391663,-0.9526650905609131,-2.315883159637451,-0.6472948789596558,-0.6829136610031128,-2.391592025756836,0.7340477108955383,-0.9851246476173401,-1.8269470930099487,-0.6421483159065247,-0.7043230533599854,-1.8843412399291992,0.2874692976474762,0.005438745953142643,-0.0650164857506752,-0.28746914863586426,-0.005438745953142643,0.0650164857506752,0.16869956254959106,1.7645237445831299,-0.37103626132011414,-0.36943063139915466,1.873072862625122,-0.24796999990940094,0.10227437317371368,2.7946929931640625,1.6706585884094238,-0.39326825737953186,2.7099428176879883,1.7289042472839355,0.09868165105581284,2.9314961433410645,1.7120977640151978,-0.4146125316619873,2.78202486038208,1.9808704853057861,0.04542722925543785,3.290822982788086,1.4901344776153564,-0.3161284625530243,3.269364595413208,1.570217251777649
1,arms_up,127,1774776735.726952,-0.10667138546705246,-2.8709793090820312,-1.9997227191925049,-0.06858270615339279,-2.9733331203460693,-1.9055005311965942,-0.0358649380505085,-2.974759340286255,-1.9057705402374268,0.0019051352282986045,-2.9770305156707764,-1.9101390838623047,-0.14320752024650574,-2.963371992111206,-1.851137399673462,-0.16302528977394104,-2.958566904067993,-1.8533722162246704,-0.18886412680149078,-2.9539260864257812,-1.854779839515686,0.07110157608985901,-2.9115219116210938,-1.2322930097579956,-0.19816428422927856,-2.8769123554229736,-1.000625491142273,-0.028996795415878296,-2.7240068912506104,-1.7309622764587402,-0.14379346370697021,-2.7219440937042236,-1.6646018028259277,0.4759630560874939,-2.133589744567871,-1.0015194416046143,-0.4609922766685486,-1.9870306253433228,-0.6842889785766602,0.6779478192329407,-1.123875617980957,-1.4560068845748901,-0.7047097086906433,-0.9141313433647156,-0.8614159822463989,0.6189472079277039,-1.04550039768219,-2.576096296310425,-0.6612456440925598,-0.6416531801223755,-1.8776299953460693,0.5627127885818481,-0.9386451840400696,-2.895301342010498,-0.634026825428009,-0.45380255579948425,-2.1316123008728027,0.5030975937843323,-1.0804063081741333,-2.888925790786743,-0.6040304899215698,-0.5540457963943481,-2.244380235671997,0.49106520414352417,-1.0947803258895874,-2.5812573432922363,-0.5962132811546326,-0.5946741104125977,-1.9372754096984863,0.27235934138298035,0.011110590770840645,-0.0749233290553093,-0.27235960960388184,-0.011110590770840645,0.0749233290553093,0.18203160166740417,1.6850327253341675,-0.6666622757911682,-0.36233070492744446,1.8019301891326904,-0.5720612406730652,0.10564219951629639,2.6158971786499023,1.2767893075942993,-0.3860124349594116,2.650049924850464,1.2819387912750244,0.10582645982503891,2.735285520553589,1.4893535375595093,-0.40640443563461304,2.738922119140625,1.4257932901382446,0.043840501457452774,3.0931434631347656,1.2863070964813232,-0.31915223598480225,3.166571855545044,1.0347806215286255
1,arms_up,128,1774776735.776126,-0.09378176927566528,-2.843106985092163,-2.0207769870758057,-0.04965710639953613,-2.947263240814209,-1.9246941804885864,-0.013424770906567574,-2.9489340782165527,-1.924359679222107,0.022095423191785812,-2.951892614364624,-1.9282020330429077,-0.13395218551158905,-2.9409117698669434,-1.8720499277114868,-0.1571855992078781,-2.938044548034668,-1.8742930889129639,-0.1869034618139267,-2.936316728591919,-1.8759899139404297,0.08451928943395615,-2.9001080989837646,-1.2674647569656372,-0.1989501267671585,-2.8572678565979004,-1.0277981758117676,-0.018113218247890472,-2.6992509365081787,-1.7594518661499023,-0.13549062609672546,-2.695718765258789,-1.6927497386932373,0.5057250261306763,-2.0909290313720703,-0.9799962043762207,-0.44957026839256287,-1.9859880208969116,-0.7035938501358032,0.6839465498924255,-0.9917868971824646,-1.3265053033828735,-0.7145705223083496,-0.870622992515564,-0.7464388608932495,0.5739951133728027,-0.8098230361938477,-2.36932635307312,-0.681973934173584,-0.5392807126045227,-1.4768778085708618,0.5131517648696899,-0.6897419691085815,-2.6524264812469482,-0.6468070149421692,-0.308971107006073,-1.6598585844039917,0.4540369510650635,-0.819386899471283,-2.67537784576416,-0.6201467514038086,-0.43048080801963806,-1.7731751203536987,0.4499618709087372,-0.8391255736351013,-2.3986399173736572,-0.6130329370498657,-0.5196710824966431,-1.533581256866455,0.26862138509750366,0.01578361727297306,-0.05392829328775406,-0.2686212658882141,-0.01578361727297306,0.05392829328775406,0.2052660435438156,1.6599277257919312,-0.6416757702827454,-0.35399186611175537,1.6343629360198975,-0.5605955719947815,0.11990711092948914,2.690976619720459,0.915336549282074,-0.3846287727355957,2.7795231342315674,0.4214424788951874,0.12147710472345352,2.835949659347534,1.1115422248840332,-0.4096585810184479,2.9451773166656494,0.5466969013214111,0.05386480689048767,3.1591861248016357,0.7476449608802795,-0.31509527564048767,3.2590134143829346,0.02794894203543663
1,arms_up,129,1774776735.804361,-0.06827331334352493,-2.9542219638824463,-1.9571497440338135,-0.019979525357484818,-3.061340808868408,-1.8579161167144775,0.012363583780825138,-3.0616562366485596,-1.8579353094100952,0.044915564358234406,-3.063288450241089,-1.8610570430755615,-0.10497185587882996,-3.0546488761901855,-1.8155858516693115,-0.1256750375032425,-3.050388813018799,-1.8175002336502075,-0.15049003064632416,-3.037583589553833,-1.8188402652740479,0.10783836990594864,-2.9985673427581787,-1.1841018199920654,-0.16151024401187897,-2.958280563354492,-0.9895121455192566,0.0040094382129609585,-2.793428421020508,-1.6870805025100708,-0.11107231676578522,-2.789614200592041,-1.6365104913711548,0.5117863416671753,-2.1390161514282227,-0.913672924041748,-0.44807669520378113,-2.0740303993225098,-0.6408362984657288,0.6770654916763306,-0.8638738393783569,-1.3367842435836792,-0.7276145219802856,-0.9839078187942505,-0.5596228241920471,0.48146456480026245,-0.9223868250846863,-2.3664774894714355,-0.7015101313591003,-0.599962592124939,-1.434323787689209,0.41214635968208313,-0.8627089858055115,-2.6652181148529053,-0.6991732120513916,-0.41199442744255066,-1.6445733308792114,0.3969348967075348,-1.0300078392028809,-2.6881299018859863,-0.6599541306495667,-0.5268757343292236,-1.7751141786575317,0.387523889541626,-1.0401419401168823,-2.3993980884552,-0.6353908777236938,-0.5797024369239807,-1.5075269937515259,0.2671569883823395,0.014250078238546848,-0.05616613104939461,-0.2671572268009186,-0.014250078238546848,0.05616613104939461,0.22580604255199432,1.715556025505066,-0.3307938277721405,-0.3475066125392914,1.6969387531280518,-0.3671661615371704,0.13662220537662506,2.858414888381958,1.0435572862625122,-0.376658171415329,2.8308417797088623,1.035803198814392,0.13453935086727142,3.020423650741577,1.3602542877197266,-0.40262120962142944,2.980469226837158,1.2143772840499878,0.07192961126565933,3.3401358127593994,1.072118878364563,-0.29751911759376526,3.334796190261841,0.7991429567337036
