cycle,gesture,frame,timestamp,raw_0_x,raw_0_y,raw_0_z,raw_1_x,raw_1_y,raw_1_z,raw_2_x,raw_2_y,raw_2_z,raw_3_x,raw_3_y,raw_3_z,raw_4_x,raw_4_y,raw_4_z,raw_5_x,raw_5_y,raw_5_z,raw_6_x,raw_6_y,raw_6_z,raw_7_x,raw_7_y,raw_7_z,raw_8_x,raw_8_y,raw_8_z,raw_9_x,raw_9_y,raw_9_z,raw_10_x,raw_10_y,raw_10_z,raw_11_x,raw_11_y,raw_11_z,raw_12_x,raw_12_y,raw_12_z,raw_13_x,raw_13_y,raw_13_z,raw_14_x,raw_14_y,raw_14_z,raw_15_x,raw_15_y,raw_15_z,raw_16_x,raw_16_y,raw_16_z,raw_17_x,raw_17_y,raw_17_z,raw_18_x,raw_18_y,raw_18_z,raw_19_x,raw_19_y,raw_19_z,raw_20_x,raw_20_y,raw_20_z,norm_0_x,norm_0_y,norm_0_z,norm_1_x,norm_1_y,norm_1_z,norm_2_x,norm_2_y,norm_2_z,norm_3_x,norm_3_y,norm_3_z,norm_4_x,norm_4_y,norm_4_z,norm_5_x,norm_5_y,norm_5_z,norm_6_x,norm_6_y,norm_6_z,norm_7_x,norm_7_y,norm_7_z,norm_8_x,norm_8_y,norm_8_z,norm_9_x,norm_9_y,norm_9_z,norm_10_x,norm_10_y,norm_10_z,norm_11_x,norm_11_y,norm_11_z,norm_12_x,norm_12_y,norm_12_z,norm_13_x,norm_13_y,norm_13_z,norm_14_x,norm_14_y,norm_14_z,norm_15_x,norm_15_y,norm_15_z,norm_16_x,norm_16_y,norm_16_z,norm_17_x,norm_17_y,norm_17_z,norm_18_x,norm_18_y,norm_18_z,norm_19_x,norm_19_y,norm_19_z,norm_20_x,norm_20_y,norm_20_z
1,gun,0,1774794040.237167,0.7656794786453247,0.8104238510131836,-1.3315485603015986e-07,0.7455435991287231,0.7095263004302979,0.010368218645453453,0.6917091608047485,0.613505482673645,0.009479847736656666,0.6622508764266968,0.5329020023345947,0.005455173086374998,0.6668422222137451,0.46213069558143616,-0.0017836077604442835,0.6110637187957764,0.599626898765564,-0.013594492338597775,0.5223183631896973,0.5604166984558105,-0.023096034303307533,0.4652351140975952,0.5440362691879272,-0.027592318132519722,0.4212265908718109,0.532047688961029,-0.032179467380046844,0.5917877554893494,0.6535850763320923,-0.022823477163910866,0.5226134061813354,0.6861063241958618,-0.03515590354800224,0.556027889251709,0.7137576937675476,-0.029024289920926094,0.5924718379974365,0.7151752710342407,-0.023134121671319008,0.5828050374984741,0.7216612100601196,-0.029513927176594734,0.5297832489013672,0.750573456287384,-0.03915294632315636,0.5612624883651733,0.7709329128265381,-0.023275068029761314,0.5926554799079895,0.7697847485542297,-0.01180185005068779,0.5792264342308044,0.7924157381057739,-0.03514579311013222,0.5389044284820557,0.8022346496582031,-0.03939594328403473,0.568534791469574,0.8157967329025269,-0.02500792406499386,0.5946263074874878,0.8168211579322815,-0.012464679777622223,0.0,0.0,0.0,-0.04534641196405214,-0.22722334483194853,0.02334974003680412,-0.16658266668436858,-0.44346418772775625,0.021349110604453526,-0.23292332481454747,-0.6249848718467402,0.012285461084576373,-0.2225835203199262,-0.7843633002196903,-0.00401642124078819,-0.3481978493411198,-0.4747190421707732,-0.030614774558270257,-0.5480542028662608,-0.5630212141704184,-0.05201244113996704,-0.6766068457961556,-0.5999102754660542,-0.06213816416381901,-0.7757149390125767,-0.6269088030140959,-0.07246851796572057,-0.3916077124353303,-0.35320412414874536,-0.051398636894831644,-0.5473897600225847,-0.27996560968506523,-0.07917151301222598,-0.4721396616285346,-0.21769416060661217,-0.0653629938805661,-0.39006714465414416,-0.21450174764678384,-0.05209821467069615,-0.41183697683052567,-0.199895280479619,-0.06646566698159415,-0.5312431277668661,-0.13478431141831226,-0.08817293498491106,-0.46035123750382173,-0.08893439943271886,-0.05241562874885887,-0.3896535793205348,-0.09152008882620048,-0.02657770750963573,-0.4198960644853688,-0.040554638098688124,-0.0791487440996283,-0.5107020450432143,-0.01844224872290024,-0.08872016910423118,-0.443973862369663,0.012099839760536812,-0.056318055935278145,-0.3852152353556555,0.014406865852306976,-0.028070413593559586
1,gun,1,1774794040.268982,0.7632967233657837,0.8004575967788696,-1.2450475139758055e-07,0.7427292466163635,0.6996920108795166,0.008843349292874336,0.6894278526306152,0.6044723391532898,0.006310899741947651,0.6597960591316223,0.5235819816589355,0.0008067582384683192,0.6633083820343018,0.4522952437400818,-0.00786732230335474,0.608574390411377,0.59156334400177,-0.0169367715716362,0.5197327733039856,0.5518597960472107,-0.02765374258160591,0.46243804693222046,0.5364627838134766,-0.03267427161335945,0.41795748472213745,0.526252806186676,-0.037433456629514694,0.5887243151664734,0.6463513374328613,-0.025885378941893578,0.5227369666099548,0.6778996586799622,-0.03988272324204445,0.5557558536529541,0.7040479183197021,-0.03429321572184563,0.5911175608634949,0.7055182456970215,-0.02843117155134678,0.5795854926109314,0.7150285840034485,-0.032220885157585144,0.5294901132583618,0.7434204816818237,-0.042612068355083466,0.5603827834129333,0.7624561786651611,-0.026860546320676804,0.5909345746040344,0.7611190676689148,-0.015333300456404686,0.5759828090667725,0.7858036756515503,-0.03767929598689079,0.5392851829528809,0.796959638595581,-0.0424683503806591,0.569652259349823,0.8100914359092712,-0.028307730332016945,0.5959560871124268,0.8103138208389282,-0.01569167897105217,0.0,0.0,0.0,-0.04647513456871729,-0.22769415138393667,0.01998308493584018,-0.16691720378159272,-0.4428565221006185,0.014260655534230506,-0.23387444929869108,-0.6256397723584678,0.001823266146313708,-0.2259378569038356,-0.7867222803446267,-0.017777050671960257,-0.349617083925701,-0.47202622989332155,-0.0382707592752491,-0.5503673344631118,-0.5617420349249566,-0.06248727722373425,-0.6798329053081446,-0.5965337706462163,-0.07383187555242694,-0.7803430524492656,-0.6196046650456727,-0.0845859299635726,-0.39447114791447224,-0.3482249781169338,-0.05849140844880665,-0.5435789330531383,-0.27693706598072737,-0.09012039570279828,-0.4689680686613296,-0.21785135992643778,-0.0774901096770017,-0.3890632693895476,-0.21452894641147358,-0.06424398838604757,-0.4151216153122495,-0.19303898641442716,-0.07280738446873876,-0.5283192391650271,-0.12888346158560046,-0.09628773858877165,-0.45851286378350714,-0.08586960093130934,-0.06069493762781746,-0.38947675282926464,-0.08889099311475314,-0.03464748857630269,-0.4232623904089327,-0.03311261583756186,-0.08514143890400028,-0.5061858881609682,-0.007904133271411887,-0.09596298741570887,-0.43756716651606875,0.02176902764756555,-0.06396505542068796,-0.3781299321954399,0.0222715379777233,-0.03545729572463207
1,gun,2,1774794040.298480,0.7611315846443176,0.7924561500549316,-1.1656587872721502e-07,0.7393618822097778,0.6921321153640747,0.006431266665458679,0.6862093806266785,0.5971563458442688,0.0019205795833840966,0.6556878685951233,0.5159797668457031,-0.005342478863894939,0.6586713790893555,0.4443315863609314,-0.015637943521142006,0.6060037612915039,0.5832321047782898,-0.01985386200249195,0.5177747011184692,0.5424467921257019,-0.03220587596297264,0.46030694246292114,0.5266927480697632,-0.03767262026667595,0.4156619906425476,0.5163446664810181,-0.042471494525671005,0.5864896774291992,0.6378923654556274,-0.028474800288677216,0.5199971199035645,0.6734681725502014,-0.0446273498237133,0.5526529550552368,0.7021890878677368,-0.03946354612708092,0.5881413221359253,0.7045983672142029,-0.033350441604852676,0.5776504278182983,0.7068028450012207,-0.034716323018074036,0.5282608270645142,0.7391624450683594,-0.04734620451927185,0.5592279434204102,0.7582994699478149,-0.032022491097450256,0.5895964503288269,0.7558444142341614,-0.020097652450203896,0.5741717219352722,0.7785419225692749,-0.04021527245640755,0.5374060273170471,0.7940136790275574,-0.04603251814842224,0.5683349967002869,0.8066813945770264,-0.031907547265291214,0.5947030782699585,0.8049442768096924,-0.018923141062259674,0.0,0.0,0.0,-0.048999229235340315,-0.22580925891904371,0.01447575235353864,-0.1686348382811436,-0.4395806467686175,0.004323101392504359,-0.23733263372140473,-0.6222928273715361,-0.012024584887453912,-0.23061735063140798,-0.7835584960422426,-0.03519760869619472,-0.3491615836321184,-0.47092131768369366,-0.04468679472096184,-0.5477474833538364,-0.5627208675447172,-0.07248869809504954,-0.6770958696476586,-0.598180057600335,-0.08479324190374914,-0.7775826923327684,-0.6214715115573924,-0.09559454433749293,-0.39308386834693637,-0.34789204564629,-0.06409079588168985,-0.5427452648882761,-0.2678180468260977,-0.10044694175838723,-0.46924353663637575,-0.20317303306330564,-0.08882425643145585,-0.38936634773113754,-0.1977502289921687,-0.07506488554777252,-0.4129792444668112,-0.19278839211106735,-0.07813921036576073,-0.5241453192651949,-0.11995342955604606,-0.1065665377834521,-0.45444455795976924,-0.07687982890530401,-0.07207593558297373,-0.3860911463311557,-0.0824056663879506,-0.04523551807024708,-0.42080911295110807,-0.03131813235630844,-0.09051624146633054,-0.5035613096801128,0.003505684994999597,-0.10360969352606467,-0.4339464095509451,0.03201816925898755,-0.07181722009533283,-0.3745971521500455,0.02810826594513549,-0.04259192875567347
1,gun,3,1774794040.347184,0.7605745792388916,0.7850264310836792,-1.3524245900953247e-07,0.7373005747795105,0.6867550611495972,0.008678430691361427,0.6846809387207031,0.5920042395591736,0.004725446924567223,0.6522740125656128,0.5114353895187378,-0.0025304402224719524,0.6577902436256409,0.43919819593429565,-0.01284008752554655,0.6037745475769043,0.5766081213951111,-0.01724308170378208,0.5147732496261597,0.5349301099777222,-0.02889915741980076,0.4572761654853821,0.5197678208351135,-0.03372811898589134,0.41285642981529236,0.5093841552734375,-0.03792588412761688,0.584204912185669,0.6282820105552673,-0.026387058198451996,0.5201968550682068,0.6722698211669922,-0.04097310081124306,0.5518625378608704,0.7015721797943115,-0.03507215902209282,0.586808443069458,0.7028656601905823,-0.02863488532602787,0.5750364661216736,0.6959481835365295,-0.03302127867937088,0.5303741097450256,0.7369260191917419,-0.04409925267100334,0.5615100860595703,0.7562898993492126,-0.028956623747944832,0.5914141535758972,0.7519825100898743,-0.017329776659607887,0.5707638263702393,0.7674083113670349,-0.03877788037061691,0.5387841463088989,0.7868269681930542,-0.04268067702651024,0.5708881616592407,0.8005797266960144,-0.028234029188752174,0.5974464416503906,0.7977350950241089,-0.015048487111926079,0.0,0.0,0.0,-0.05226156966307682,-0.22066748567739133,0.019487642486170728,-0.17041849363946063,-0.4334296114140195,0.010611252655367165,-0.24318795760412795,-0.6143462463837712,-0.00568177728987567,-0.23080130990349623,-0.7765542210091606,-0.028831998459237465,-0.3520930741496262,-0.46800145758584544,-0.038718882659744186,-0.5519446957764438,-0.5615890609099664,-0.06489249683490478,-0.6810538859672126,-0.5956358460973242,-0.07573588700985341,-0.7807980066744742,-0.6189522746069394,-0.08516193123728322,-0.396036516072781,-0.3519681998446278,-0.05925160041391258,-0.5397660380757773,-0.2531939630078604,-0.09200442915240367,-0.468661029477627,-0.18739577776789626,-0.07875391693695499,-0.3901903106683531,-0.18449127906181817,-0.06429907620276461,-0.41662418002686785,-0.20002441125999332,-0.07414868339887361,-0.5169131033691734,-0.10800904637190288,-0.09902417530229178,-0.4469975459484305,-0.06452762599307234,-0.06502153696277896,-0.3798482287588853,-0.07419983019994941,-0.038913555410676884,-0.42621835452333323,-0.039561330862111437,-0.08707508121041894,-0.4980284411908637,0.004043090037934056,-0.09583877633081664,-0.42593916073959615,0.034924786731612506,-0.06339895731777997,-0.3663027796298759,0.0285371916554604,-0.03379094005559707
1,gun,4,1774794040.381306,0.7593004107475281,0.7801446318626404,-1.450756741405712e-07,0.7354905605316162,0.6794474124908447,0.010921459645032883,0.6826931834220886,0.5861924886703491,0.0078118909150362015,0.6494728922843933,0.5057015419006348,0.0009919118601828814,0.6560339331626892,0.4343336820602417,-0.009034138172864914,0.6039223670959473,0.5722800493240356,-0.015922287479043007,0.5136770606040955,0.5301647782325745,-0.026025990024209023,0.45602667331695557,0.5149981379508972,-0.02943677082657814,0.4112643003463745,0.5044901967048645,-0.03268606588244438,0.583558201789856,0.6239965558052063,-0.025474542751908302,0.5216199159622192,0.6638132929801941,-0.037166841328144073,0.553103506565094,0.6927313208580017,-0.02940596081316471,0.5879729986190796,0.6953774094581604,-0.022270718589425087,0.5737902522087097,0.6911885738372803,-0.03227971866726875,0.5316224694252014,0.7297325134277344,-0.039529841393232346,0.5617551803588867,0.7485026121139526,-0.023450057953596115,0.5911411046981812,0.7459802031517029,-0.012358739040791988,0.5690887570381165,0.762198269367218,-0.03819572180509567,0.5403815507888794,0.7813287973403931,-0.03854203596711159,0.5717227458953857,0.7940546870231628,-0.023346146568655968,0.5974027514457703,0.7918009161949158,-0.010480975732207298,0.0,0.0,0.0,-0.05348396615901409,-0.22619573934105391,0.02453315463925324,-0.1720824917693749,-0.43567388156152176,0.017548143510828486,-0.24670509169710175,-0.6164803559450287,0.0022284533125594094,-0.23196705323316483,-0.7767936786216224,-0.020293020607413077,-0.34902504438945703,-0.46692533541108433,-0.03576584135383105,-0.5517426958929696,-0.5615286913082205,-0.058461745784396064,-0.6812425178052831,-0.5955974514312501,-0.06612336832109787,-0.7817920474934537,-0.6192013955513244,-0.07342224610624509,-0.39476898306235486,-0.3507547649363119,-0.05722303210149763,-0.5339006933886474,-0.2613145960852603,-0.08348739309922316,-0.4631792365504563,-0.19635615198011938,-0.06605415991786058,-0.3848520435574048,-0.19041225431334355,-0.05002629539245398,-0.41671068702535785,-0.1998216181086313,-0.07250947006993308,-0.5114319997149531,-0.11324052910567471,-0.08879539018315565,-0.44374501818242956,-0.07107733556050251,-0.05267544043416296,-0.37773554022847594,-0.07674341217806988,-0.02776105752070748,-0.42727163580582245,-0.04031283841261281,-0.08579856297689735,-0.4917565121755174,0.002659985920300836,-0.08657648701899268,-0.4213549177404872,0.031246098263071762,-0.05244202472825645,-0.3636700295381169,0.02618346235335136,-0.02354304571717814
1,gun,5,1774794040.412842,0.7575977444648743,0.7751232385635376,-1.482948306374965e-07,0.7346398234367371,0.6759626865386963,0.009808975271880627,0.6815481185913086,0.5822272896766663,0.006854770705103874,0.6482105255126953,0.5013903975486755,0.0005033480119891465,0.652542769908905,0.4310465455055237,-0.009110515005886555,0.6031034588813782,0.5678908228874207,-0.016780784353613853,0.5116992592811584,0.5287513732910156,-0.027112675830721855,0.4531663954257965,0.5133331418037415,-0.03062262013554573,0.4075789451599121,0.50229811668396,-0.034161657094955444,0.583409309387207,0.6197971701622009,-0.02609904482960701,0.5183867812156677,0.6620700359344482,-0.03993834927678108,0.5510371327400208,0.6903821229934692,-0.03323555365204811,0.5870929956436157,0.6923642754554749,-0.026290712878108025,0.5734834671020508,0.6869613528251648,-0.03270259127020836,0.528781533241272,0.7280609607696533,-0.04187234863638878,0.5599820613861084,0.7463622689247131,-0.02605772577226162,0.5901453495025635,0.7428256273269653,-0.014642381109297276,0.5684154629707336,0.7580832242965698,-0.03844108805060387,0.5380126237869263,0.778835117816925,-0.04054915904998779,0.570064127445221,0.7919795513153076,-0.025960497558116913,0.5961551070213318,0.7893973588943481,-0.013251451775431633,0.0,0.0,0.0,-0.05157928124345998,-0.22278280315005652,0.022038038312753264,-0.17085976716206305,-0.43337697634581107,0.015400862933774462,-0.2457589310399406,-0.61499223622961,0.0011311990133023053,-0.23602573037888597,-0.7730329108985071,-0.020468149805232455,-0.34710042764116716,-0.46558654147384404,-0.03770085042366548,-0.5524571283735602,-0.5535206656470643,-0.06091338502649493,-0.6839621998946566,-0.5881606183319879,-0.06879913409870005,-0.7863829685502531,-0.6129528747163647,-0.0767502452832307,-0.3913470331750752,-0.34896918395591775,-0.05863607261569278,-0.5374323543855712,-0.25399525186679367,-0.08972866917179205,-0.4640772077279785,-0.19038683108614876,-0.07466957997021259,-0.3830709401787143,-0.18593355331853637,-0.059066690883213716,-0.41364730200938443,-0.1980722337131535,-0.07347217988544859,-0.5140785917549063,-0.10573424567989113,-0.0940737619513873,-0.4439807456060913,-0.0646169197993756,-0.0585432415933663,-0.3762132539817686,-0.07256264935406755,-0.03289652592863164,-0.4250335250960414,-0.03828359228134411,-0.08636479063134092,-0.4933392131824912,0.008339433858910273,-0.09110096804153162,-0.4213294907237017,0.0378708723270581,-0.058324800150170164,-0.3627112050425097,0.03206949210006957,-0.02977154195411121
1,gun,6,1774794040.442173,0.7560845613479614,0.7696533799171448,-1.7448861910906999e-07,0.7323159575462341,0.6712341904640198,0.014986132271587849,0.6802616119384766,0.578261137008667,0.013630655594170094,0.6463364362716675,0.49813973903656006,0.008386287838220596,0.6488771438598633,0.4263765811920166,-0.00044429738773033023,0.6019191741943359,0.5643888711929321,-0.015193602070212364,0.510024905204773,0.5245031714439392,-0.023646976798772812,0.45155632495880127,0.5099001526832581,-0.02601916715502739,0.40587249398231506,0.49942994117736816,-0.02863178588449955,0.5812696218490601,0.6143791675567627,-0.025500893592834473,0.5197832584381104,0.6589654684066772,-0.03449388965964317,0.5513907670974731,0.6880848407745361,-0.025333652272820473,0.5867627263069153,0.6897146701812744,-0.01794055476784706,0.570867657661438,0.6819023489952087,-0.03242059424519539,0.5288654565811157,0.7244782447814941,-0.03774707391858101,0.5591397285461426,0.7438726425170898,-0.021185042336583138,0.5889986753463745,0.7400822043418884,-0.01040981337428093,0.5649284720420837,0.7534592151641846,-0.03783557936549187,0.5359596014022827,0.7752617001533508,-0.03695198893547058,0.568175733089447,0.7889509201049805,-0.020999308675527573,0.5944122076034546,0.7868359684944153,-0.007933775894343853,0.0,0.0,0.0,-0.05362096004851383,-0.22202950874588684,0.03380847115662018,-0.1710533515120065,-0.4317727661329919,0.030750573377987183,-0.2475871060498556,-0.6125232349249877,0.01891950259792536,-0.24185537770695215,-0.7744178692012265,-0.0010019223858720012,-0.34779056163271493,-0.46306800826386657,-0.03427572692735935,-0.555100127111637,-0.5530484518182475,-0.05334618105989514,-0.6870027593240826,-0.5859922415370731,-0.058697741689255824,-0.7900635405162538,-0.6096125937268813,-0.06459169851076862,-0.39437507415024314,-0.35029202417583494,-0.05752853855875778,-0.5330856969318531,-0.2497072243059096,-0.07781635549732563,-0.4617805006656096,-0.18401515777142982,-0.057151249248298584,-0.3819828639415996,-0.18033833189500809,-0.04047273547206501,-0.41784146329044247,-0.19796259647944042,-0.07313908915411735,-0.5125966439003332,-0.10191318499401728,-0.08515540093028805,-0.44429917295605426,-0.058160247933835806,-0.04779216154152787,-0.3769386579328881,-0.06671131536944457,-0.023483702932814474,-0.43124001364168185,-0.03653334745621138,-0.08535506545717701,-0.49659255467374924,0.012652132108114089,-0.08336172299824901,-0.42391433072230444,0.04353443054872794,-0.04737315429557424,-0.36472595922750023,0.03876318959740145,-0.01789786760576508
1,gun,7,1774794040.473803,0.7543076872825623,0.7669100165367126,-1.6930944468640519e-07,0.7302578091621399,0.667721152305603,0.013878422789275646,0.6779038906097412,0.5753917694091797,0.01193344034254551,0.6445373892784119,0.4958416223526001,0.0062628271989524364,0.6472203731536865,0.424715131521225,-0.0030671257991343737,0.6015033721923828,0.5636559724807739,-0.017264336347579956,0.5077638626098633,0.5243108868598938,-0.02781306579709053,0.4479879140853882,0.5099305510520935,-0.031479042023420334,0.4015304148197174,0.5005699992179871,-0.034632086753845215,0.5808544754981995,0.6144294738769531,-0.02736358344554901,0.5166276693344116,0.6580866575241089,-0.038636915385723114,0.5478946566581726,0.6880434155464172,-0.029969310387969017,0.5837084054946899,0.6910967826843262,-0.02229403518140316,0.570187509059906,0.6822250485420227,-0.03423150256276131,0.5271985530853271,0.7246402502059937,-0.04156969487667084,0.5575857162475586,0.7445852756500244,-0.024997653439641,0.5876703262329102,0.7412738800048828,-0.013585561886429787,0.5643709897994995,0.7535176277160645,-0.0396321602165699,0.5343697667121887,0.774627149105072,-0.040137406438589096,0.5666815042495728,0.7890732288360596,-0.024160606786608696,0.5932922959327698,0.7872172594070435,-0.010753071866929531,0.0,0.0,0.0,-0.054241810916490496,-0.2237093922765713,0.03130161261676559,-0.17232022015570878,-0.4319479914090684,0.026914922190179078,-0.2475746329679684,-0.6113644530400276,0.014125488315495498,-0.24152346284037168,-0.771782299962621,-0.006917177424761514,-0.3446330465727861,-0.4584167691200191,-0.03893739832793778,-0.556052028769702,-0.5471552102902744,-0.06272887807451034,-0.6908699967021525,-0.5795884497394164,-0.07099707753470115,-0.7956496915598018,-0.6007001277328471,-0.07810841736031601,-0.3912043241697791,-0.34390281405922096,-0.061715120890356,-0.5360607038263544,-0.24543891795636888,-0.0871408605317766,-0.4655415100969035,-0.17787479991049443,-0.06759204664453394,-0.38476760418045475,-0.17098827174915449,-0.05028132164202149,-0.4152624742236515,-0.19099747609682902,-0.07720494450943044,-0.5122192575301895,-0.09533473148240762,-0.09375541673913894,-0.4436844088178104,-0.05035095678539435,-0.05637903031311777,-0.3758319349653091,-0.05781943939283579,-0.030640333880169287,-0.42838098303003014,-0.030205035488843592,-0.08938552396250578,-0.49604538705806944,0.01740512960167503,-0.09052505032117637,-0.42316987604257855,0.04998664711828069,-0.054491165183210746,-0.3631522109388046,0.04580071559998363,-0.024251969361593458
1,gun,8,1774794040.506196,0.7519053220748901,0.767678439617157,-1.7097393367748737e-07,0.7280957698822021,0.6674257516860962,0.015529274009168148,0.6760115623474121,0.5742039680480957,0.014753692783415318,0.64323890209198,0.49469220638275146,0.01001345831900835,0.6462596654891968,0.4244281053543091,0.0015546079957857728,0.5993852019309998,0.5632742643356323,-0.015398806892335415,0.5051406621932983,0.5242778062820435,-0.02467373199760914,0.4453924596309662,0.5105971097946167,-0.027462109923362732,0.3992007374763489,0.5015351176261902,-0.03011774830520153,0.5783374309539795,0.6151924729347229,-0.025989506393671036,0.5146095156669617,0.6579681038856506,-0.036196671426296234,0.5467894077301025,0.6876463890075684,-0.027098609134554863,0.5836035013198853,0.6903042197227478,-0.019154803827404976,0.567522406578064,0.6837226748466492,-0.033171605318784714,0.5256685018539429,0.7250539660453796,-0.03916274011135101,0.5561984777450562,0.7452462315559387,-0.022487135604023933,0.5867512822151184,0.7420920729637146,-0.011251157149672508,0.5616747140884399,0.7551908493041992,-0.03880735859274864,0.5337669849395752,0.7750964164733887,-0.03826603293418884,0.5662394762039185,0.7897878885269165,-0.02232322096824646,0.593056321144104,0.7885879874229431,-0.00911007821559906,0.0,0.0,0.0,-0.053761118606949564,-0.22636698930366522,0.0350649322120821,-0.17136539928244868,-0.4368584477886783,0.03331369750050167,-0.24536489582059165,-0.6163931662472151,0.022610417354645106,-0.23854411994177532,-0.7750469972235431,0.0035106353921409753,-0.34438498475918566,-0.4615373284693915,-0.034769570015208646,-0.557185789994487,-0.5495899381826378,-0.055712019693381354,-0.6920950977592942,-0.5804804623106851,-0.06200807747616804,-0.7963943568682614,-0.6009421170213369,-0.06800441410895228,-0.3919101000049483,-0.3443078674628447,-0.0586829912931074,-0.5358054569857136,-0.24772202030246987,-0.08173040543675494,-0.46314440985788685,-0.18070951231501256,-0.06118730567572985,-0.38001950117121863,-0.17470822547183384,-0.0432504769671515,-0.4163300388389598,-0.1895691187737063,-0.07489991419174385,-0.5108346610942436,-0.09624453919611517,-0.08842768260866915,-0.441899065764,-0.0506511247433409,-0.05077476312048522,-0.3729119243177031,-0.057773102208913144,-0.02540432500972454,-0.42953391965819643,-0.028196532992169846,-0.08762524383041412,-0.492548575485428,0.016749526843850154,-0.08640294982423974,-0.41922684981006564,0.049922346105144566,-0.05040464972632596,-0.35867537157032603,0.047213012261094624,-0.020569845234967854
1,gun,9,1774794040.538656,0.7487204670906067,0.7697242498397827,-1.6397589774896915e-07,0.726318359375,0.6680129170417786,0.014636252075433731,0.6749066710472107,0.574762761592865,0.012773019261658192,0.6424158811569214,0.49410080909729004,0.007188080344349146,0.644881010055542,0.42335954308509827,-0.0019579879008233547,0.5992502570152283,0.5653955936431885,-0.01874164678156376,0.503897488117218,0.5266261696815491,-0.03067033737897873,0.44331175088882446,0.5134497284889221,-0.035229139029979706,0.39638805389404297,0.5052895545959473,-0.03880147635936737,0.5778272151947021,0.6184788346290588,-0.028838856145739555,0.5108827352523804,0.6602733731269836,-0.039781175553798676,0.5431297421455383,0.6887993216514587,-0.029609892517328262,0.5800364017486572,0.6912629008293152,-0.02117837592959404,0.5668252110481262,0.6874442100524902,-0.03576049208641052,0.523365318775177,0.7282869815826416,-0.04280204325914383,0.5541089177131653,0.7471489906311035,-0.025165550410747528,0.5851266980171204,0.7437784075737,-0.013208318501710892,0.5608931183815002,0.7579865455627441,-0.041131190955638885,0.5323855876922607,0.7767372131347656,-0.040730878710746765,0.5649139285087585,0.7905267477035522,-0.02409280277788639,0.5915993452072144,0.7884607315063477,-0.01062238123267889,0.0,0.0,0.0,-0.05065688171709584,-0.22999527634835903,0.03309667135284651,-0.1669118273480672,-0.44085767173741214,0.028883426534231326,-0.24038179371291848,-0.623254928214834,0.016254454576640338,-0.23480750826531202,-0.7832189811686863,-0.0044271394570058135,-0.3379902841348719,-0.46203922861923896,-0.04237927474244793,-0.5536072250399018,-0.5497067886897813,-0.06935308793468214,-0.6906070361060573,-0.5795020843566335,-0.07966170170166151,-0.7967134881671516,-0.597954319696944,-0.08773966792902174,-0.3864332480425383,-0.3420044759112166,-0.06521164154146426,-0.5378117988959551,-0.24749635997911498,-0.0899550177898773,-0.4648930880918348,-0.18299191162019565,-0.06695515151699828,-0.38143771354304395,-0.1774211304866672,-0.047889341107425536,-0.41131158671402973,-0.18605616471878197,-0.08086322654349062,-0.5095854924668703,-0.09370023675581281,-0.09678597048304982,-0.44006637066233845,-0.05104842142465657,-0.05690535998570747,-0.3699272548286226,-0.058670169762987674,-0.029867007605231508,-0.4247255618793565,-0.026541944389364806,-0.09300774708639944,-0.48918836281327194,0.015858099453418463,-0.09210253895612704,-0.41563348422268465,0.04703975568205027,-0.05447960386311356,-0.3552909479566286,0.042367965890838535,-0.02401954360638981
